0.00	0.03	-0.80	9.23	0.00
0.09	0.35	-0.57	8.38	0.03
0.16	-0.18	-0.77	8.56	0.02
0.23	-0.52	-0.78	10.85	-0.01
0.30	0.18	-0.97	10.13	-0.00
0.37	-0.37	-0.75	9.10	-0.03
0.43	0.03	-0.64	7.99	-0.02
0.50	0.17	-0.88	10.63	-0.01
0.57	0.26	-0.98	9.87	0.01
0.64	-0.42	-1.03	8.57	-0.02
0.71	0.06	-0.45	7.62	-0.02
0.77	0.30	-1.15	10.27	0.00
0.84	-0.63	-0.71	9.12	-0.04
0.91	-0.20	-0.95	10.18	-0.05
0.98	-0.18	-0.55	7.58	-0.06
1.05	-0.45	-0.96	10.02	-0.09
1.11	-0.32	-0.57	9.15	-0.11
1.18	-0.41	-0.96	9.14	-0.14
1.25	-0.85	-0.59	8.89	-0.20
1.32	1.10	1.31	8.79	-0.13
1.39	0.24	-1.65	10.29	-0.11
1.46	0.83	-0.81	8.70	-0.05
1.52	1.09	-0.20	8.26	0.02
1.59	0.64	-0.59	9.65	0.06
1.66	0.32	-0.36	8.47	0.09
1.73	-0.06	-0.96	9.17	0.08
1.80	-0.07	-0.72	8.64	0.08
1.86	-0.23	-0.96	10.44	0.07
1.93	-0.44	-0.49	8.34	0.04
2.00	-0.63	-0.55	8.95	-0.01
2.07	-0.35	-0.52	9.90	-0.03
2.13	0.01	-0.22	7.39	-0.03
2.20	0.35	-0.78	9.80	-0.00
2.27	-0.47	-0.76	8.47	-0.04
2.34	-0.38	-0.53	7.45	-0.06
2.41	-0.07	-0.88	10.40	-0.07
2.49	0.52	-0.75	10.17	-0.02
2.56	-0.14	-1.16	10.67	-0.03
2.63	0.34	-1.14	9.89	-0.01
2.69	-0.54	-0.67	9.41	-0.04
2.76	-0.21	-0.92	10.32	-0.06
2.83	-0.02	-0.64	8.38	-0.06
2.90	0.20	-0.82	8.68	-0.04
2.97	0.42	-0.62	8.00	-0.01
3.04	-0.12	-0.61	8.37	-0.02
3.10	0.23	-0.55	8.39	-0.00
3.17	-0.40	-0.87	8.60	-0.03
3.24	-0.04	-0.33	7.69	-0.03
3.31	-0.01	-1.07	10.24	-0.03
3.38	-0.02	-0.82	8.40	-0.03
3.45	-0.00	-0.44	7.60	-0.03
3.52	0.02	-1.02	10.16	-0.03
3.58	0.12	-0.51	8.50	-0.02
3.66	0.08	-0.92	10.97	-0.02
3.73	0.07	-1.14	9.90	-0.01
3.79	-0.02	-0.62	9.23	-0.01
3.86	0.22	-1.31	10.73	0.01
3.93	0.08	-0.85	8.70	0.01
4.00	-0.09	-0.49	8.65	0.01
4.07	-0.04	-0.99	10.14	0.00
4.14	0.14	-0.97	10.18	0.01
4.20	-0.08	-0.57	8.60	0.01
4.27	-1.11	-1.14	8.97	-0.06
4.34	-0.62	-0.72	8.92	-0.11
4.41	-0.24	-0.88	9.18	-0.12
4.48	0.22	-0.79	9.26	-0.11
4.55	0.35	-0.93	8.36	-0.08
4.62	0.33	-0.98	10.13	-0.06
4.69	0.55	-0.84	9.18	-0.02
4.76	0.23	-0.95	9.97	-0.00
4.83	0.08	-0.72	8.22	0.00
4.90	-0.01	-0.64	8.83	0.00
4.97	-0.03	-0.58	8.75	0.00
5.03	0.39	-0.24	7.79	0.03
5.10	0.04	-0.73	9.21	0.03
5.17	0.10	-0.53	8.51	0.04
5.24	-0.17	-0.30	7.78	0.03
5.31	-0.40	-1.36	10.61	0.00
5.38	0.29	-0.09	8.67	0.02
5.44	-0.20	-1.17	9.71	0.01
5.51	0.50	-1.11	10.82	0.04
5.58	-0.25	-0.73	10.01	0.02
5.65	-0.61	-1.30	10.11	-0.02
5.72	0.25	-0.86	10.43	-0.00
5.79	0.27	-0.84	10.26	0.02
5.86	0.51	-0.43	8.97	0.05
5.92	0.55	-0.48	10.34	0.09
6.00	0.16	-0.90	9.21	0.10
6.07	-0.23	-0.42	9.30	0.09
6.13	-0.57	-0.65	8.19	0.05
6.20	-0.98	-0.27	7.78	-0.01
6.27	-0.67	-1.12	9.50	-0.06
6.34	-0.53	-1.20	9.07	-0.10
6.41	-0.40	-0.73	8.77	-0.12
6.48	0.43	-0.94	8.86	-0.09
6.55	0.38	-1.16	9.46	-0.07
6.61	0.46	-0.85	8.46	-0.04
6.68	0.45	-0.93	10.56	-0.01
6.75	-0.60	-0.97	9.20	-0.05
6.82	-0.19	-0.75	8.20	-0.06
6.89	-0.26	-0.87	10.51	-0.08
6.96	-0.28	-0.82	8.55	-0.09
7.02	-0.07	-0.47	9.39	-0.10
7.09	-0.14	-1.00	8.37	-0.11
7.16	-0.05	-1.00	9.38	-0.11
7.23	0.06	-0.75	9.34	-0.11
7.29	0.03	-0.78	10.00	-0.10
7.36	0.13	-0.52	8.41	-0.09
7.43	0.26	-0.95	8.74	-0.08
7.50	0.60	-1.38	9.79	-0.03
7.57	0.70	-0.91	9.78	0.02
7.64	0.98	-0.64	8.97	0.08
