0.00	0.10	-0.75	9.15	0.00
0.10	-0.26	-0.68	9.25	-0.02
0.16	0.39	-0.94	10.24	0.00
0.23	-0.18	-1.09	10.77	-0.01
0.30	0.34	-0.92	9.73	0.02
0.37	-0.33	-0.77	9.79	-0.01
0.43	0.42	-1.07	10.53	0.02
0.50	0.07	-0.99	10.35	0.03
0.57	-0.06	-0.66	9.15	0.02
0.64	-0.43	-0.62	7.84	-0.00
0.71	-0.26	-0.48	7.86	-0.02
0.77	-0.12	-0.61	8.66	-0.03
0.84	-0.07	-0.52	8.40	-0.03
0.91	-0.17	-0.96	10.61	-0.04
0.98	-0.26	-0.71	8.26	-0.06
1.05	-0.35	-1.04	9.38	-0.08
1.11	-0.48	-1.10	9.62	-0.11
1.18	0.68	-1.30	9.13	-0.07
1.25	0.43	-0.30	9.20	-0.03
1.32	0.78	-1.40	9.69	0.02
1.39	0.41	-1.09	9.97	0.05
1.46	0.07	-0.40	8.30	0.05
1.53	-0.32	-0.90	9.48	0.03
1.59	-0.52	-0.75	8.41	-0.00
1.66	-0.01	-0.47	7.90	-0.00
1.73	0.45	-0.37	8.36	0.03
1.80	0.06	-0.77	9.70	0.03
1.86	-0.30	-0.52	7.83	0.01
1.93	0.21	-0.90	10.21	0.03
2.00	-0.47	-0.77	9.11	-0.00
2.07	-0.39	-0.96	10.06	-0.03
2.14	-0.05	-0.59	7.97	-0.03
2.20	0.33	-0.89	9.58	-0.01
2.27	-0.32	-0.80	8.49	-0.03
2.34	0.04	-0.43	7.86	-0.03
2.41	0.05	-1.00	10.08	-0.02
2.48	-0.01	-0.74	9.34	-0.02
2.55	-0.03	-0.61	7.81	-0.02
2.61	0.01	-1.23	10.65	-0.02
2.68	-0.03	-0.73	9.69	-0.02
2.75	-0.19	-1.00	10.07	-0.04
2.82	-0.40	-0.52	7.43	-0.06
2.89	-0.40	-0.64	10.06	-0.09
2.95	-0.50	-1.06	8.56	-0.12
3.02	-0.45	-1.02	9.69	-0.15
3.09	0.10	-0.90	9.40	-0.14
3.16	0.87	-0.78	9.26	-0.09
3.22	1.22	-0.34	8.12	-0.00
3.29	0.62	-0.73	7.97	0.04
3.36	0.19	-0.58	9.83	0.05
3.43	0.44	-0.78	9.90	0.09
3.50	0.25	-0.89	9.20	0.10
3.57	-0.32	-0.67	9.84	0.08
3.63	-0.66	-0.80	9.24	0.04
3.70	-0.30	-0.85	8.20	0.02
3.77	-0.16	-0.75	10.43	0.01
3.84	-0.07	-0.47	8.56	0.00
3.91	-0.03	-0.78	9.53	0.00
3.97	-1.15	-0.74	10.09	-0.07
4.04	-0.97	-0.55	9.08	-0.14
4.11	-1.32	-0.67	8.62	-0.23
4.18	-0.76	-0.42	10.21	-0.28
4.24	-0.95	-0.79	9.24	-0.34
4.31	-1.14	-0.72	8.05	-0.42
4.38	-1.03	-0.91	7.82	-0.49
4.45	-1.03	-0.34	7.39	-0.56
4.52	-1.00	-0.98	7.15	-0.63
4.59	-1.14	-0.73	6.69	-0.71
4.65	-1.00	-0.76	6.31	-0.77
4.72	-0.85	-0.63	5.97	-0.83
4.79	-0.44	-0.08	5.73	-0.86
4.86	-0.33	-0.78	5.81	-0.88
4.93	-0.21	-0.47	5.60	-0.90
5.00	-0.37	-1.10	5.46	-0.92
5.06	-0.08	-1.09	5.24	-0.92
5.13	-0.40	-0.38	5.09	-0.95
5.20	-0.48	-1.20	4.68	-0.98
5.27	-0.58	-0.31	4.39	-1.02
5.34	-0.53	-0.85	3.90	-1.06
5.40	-0.25	-0.48	4.16	-1.07
5.47	-0.45	-0.55	4.07	-1.10
5.54	-0.27	0.17	3.49	-1.12
5.61	-0.28	-0.55	3.49	-1.14
5.68	-0.22	-0.53	3.60	-1.15
5.75	-0.24	-0.70	2.96	-1.17
5.81	-0.21	-0.34	3.72	-1.18
5.88	0.01	-0.74	2.36	-1.18
5.95	-0.31	1.19	2.69	-1.20
6.02	-0.28	-0.81	2.80	-1.22
6.08	-0.14	-1.12	2.39	-1.23
6.15	-0.33	-0.98	2.44	-1.25
