0.00	-0.01	-0.57	9.14	0.00
0.10	0.23	-0.67	8.82	0.02
0.16	-0.39	-0.58	8.89	-0.00
0.23	0.24	-0.50	8.89	0.01
0.30	-0.29	-0.61	9.21	-0.01
0.37	0.50	-0.54	9.39	0.03
0.44	-0.06	-0.45	9.04	0.02
0.50	-0.43	-0.73	9.09	-0.00
0.57	0.29	-0.54	8.80	0.02
0.64	-0.10	-0.65	8.98	0.01
0.71	-0.55	-0.76	9.43	-0.03
0.77	-0.06	-0.89	9.14	-0.03
0.84	0.39	-0.48	9.19	-0.00
0.91	-0.13	-0.54	9.05	-0.01
0.98	0.27	-0.71	9.07	0.01
1.05	-0.23	-0.60	9.29	-0.01
1.11	0.32	-0.52	9.21	0.02
1.19	-0.15	-0.62	9.52	0.01
1.25	0.58	-0.58	8.78	0.05
1.32	0.14	-0.62	9.04	0.06
1.39	-0.06	-0.59	9.70	0.05
1.46	-0.20	-0.51	9.42	0.04
1.53	-0.35	-0.63	8.91	0.02
1.59	0.46	-0.68	9.31	0.05
1.66	0.38	-0.89	9.66	0.07
1.73	0.11	-0.31	8.83	0.08
1.80	-0.01	-0.84	9.51	0.08
1.86	0.09	-0.26	8.54	0.09
1.93	0.08	-1.27	10.21	0.09
2.00	-0.00	-0.76	9.08	0.10
2.07	-0.06	-0.32	9.48	0.09
2.14	-0.01	0.39	8.03	0.09
2.20	0.08	-1.52	8.90	0.10
2.27	-0.00	-0.17	9.09	0.10
2.34	0.04	-0.79	8.99	0.10
2.41	0.05	-0.54	9.67	0.11
2.48	-0.07	-0.05	9.99	0.10
2.55	-0.02	-0.22	8.35	0.10
2.62	0.10	-0.43	9.77	0.11
2.68	-0.05	0.78	8.63	0.11
2.75	0.01	-0.86	9.64	0.11
2.82	0.11	0.22	8.66	0.12
2.89	0.05	-0.13	9.39	0.12
2.95	-0.04	0.51	9.04	0.12
3.02	-0.02	-0.16	8.75	0.12
3.09	-0.86	-1.51	10.17	0.06
3.16	-1.24	1.65	7.97	-0.02
3.23	-1.78	-1.84	9.66	-0.14
3.29	-2.00	-4.35	5.73	-0.28
3.36	-2.40	1.58	7.86	-0.45
3.43	-4.37	-7.22	-5.01	-0.74
3.50	-0.02	0.57	13.23	-0.74
3.57	2.81	-0.32	6.17	-0.55
3.64	2.18	-1.20	7.15	-0.41
3.70	2.56	-0.69	9.18	-0.23
3.77	1.15	-2.73	11.62	-0.15
3.84	0.09	0.28	7.85	-0.14
3.91	0.08	0.11	8.71	-0.14
3.98	0.91	-0.21	7.94	-0.08
4.05	1.33	-1.01	11.34	0.02
4.11	0.23	-1.23	9.30	0.03
4.18	-0.58	-1.64	11.14	-0.01
4.25	-0.39	-0.45	7.40	-0.03
4.32	0.18	-0.65	7.77	-0.02
4.39	0.36	-1.07	10.33	0.01
4.46	-0.16	-0.88	8.10	-0.01
4.52	0.34	-0.87	8.40	0.02
4.59	0.25	-1.36	9.26	0.04
4.66	0.03	-1.00	10.54	0.04
4.73	-0.31	-1.01	9.73	0.02
4.79	0.06	-0.64	9.60	0.02
4.86	-0.25	-0.49	8.99	0.01
4.93	0.14	-0.26	9.69	0.02
5.00	-0.10	-0.66	8.86	0.01
5.07	0.22	-0.75	9.14	0.03
5.13	0.07	-0.83	9.49	0.03
5.20	0.57	-0.44	8.52	0.07
5.27	0.61	-0.49	9.02	0.11
5.34	-0.01	-0.40	9.20	0.11
5.41	-0.15	-0.96	9.52	0.10
5.47	0.20	-0.79	8.95	0.12
5.54	-0.04	-0.93	9.08	0.12
5.61	-0.05	-0.88	9.12	0.11
5.68	0.01	-0.61	9.31	0.11
5.75	-0.13	-0.80	9.29	0.11
