0.00	0.04	-0.77	9.18	0.00
0.09	0.35	-0.62	8.06	0.03
0.16	-0.37	-0.79	9.34	0.01
0.23	0.06	-0.71	9.49	0.01
0.30	-0.48	-0.97	10.23	-0.02
0.37	0.15	-0.78	9.63	-0.01
0.43	-0.48	-0.79	9.49	-0.04
0.50	0.02	-0.87	9.93	-0.04
0.57	0.32	-0.68	8.41	-0.02
0.64	-0.51	-0.77	9.20	-0.05
0.71	-0.27	-0.73	9.56	-0.07
0.77	-0.21	-0.58	8.14	-0.08
0.84	0.01	-0.88	9.51	-0.08
0.91	0.04	-0.77	8.70	-0.08
0.98	-0.06	-1.12	10.40	-0.08
1.05	0.06	-0.27	8.58	-0.08
1.11	-0.03	-1.23	9.79	-0.08
1.18	-0.16	-1.03	8.44	-0.09
1.25	-0.08	-1.14	10.59	-0.09
1.32	-0.24	-1.21	7.53	-0.11
1.39	-0.02	-0.06	8.38	-0.11
1.46	0.01	-0.72	9.26	-0.11
1.53	1.59	-1.34	10.41	0.00
1.59	0.20	-2.11	9.43	0.02
1.66	0.04	-2.75	9.06	0.02
1.73	-0.21	-2.86	9.92	0.00
1.80	0.63	-3.12	11.04	0.05
1.86	0.30	-1.34	8.55	0.07
1.93	0.48	-1.46	10.05	0.10
2.00	0.18	-1.33	9.58	0.12
2.07	-0.47	-0.98	9.02	0.08
2.14	-0.55	-0.43	7.63	0.05
2.20	-0.87	-1.05	11.11	-0.01
2.27	-0.22	-0.95	9.33	-0.03
2.34	0.10	-0.58	9.50	-0.02
2.41	0.53	-0.40	7.82	0.02
2.48	-0.00	-1.30	10.61	0.02
2.55	-0.47	-0.85	9.46	-0.01
2.62	-0.13	-0.63	7.80	-0.02
2.68	0.35	-0.49	7.92	0.00
2.75	-0.25	-0.67	8.91	-0.01
2.82	0.29	-0.96	9.93	0.01
2.89	-0.23	-0.47	7.92	-0.01
2.95	0.20	-0.59	8.29	0.01
3.02	-0.26	-0.71	9.06	-0.01
3.09	0.21	-0.54	7.80	0.00
3.16	-0.35	-1.05	10.66	-0.02
3.22	0.23	-0.82	9.75	-0.00
3.29	-0.33	-0.79	9.16	-0.03
3.36	0.13	-0.27	7.81	-0.02
3.43	0.62	-0.99	10.02	0.03
3.50	0.16	-0.89	9.17	0.04
3.57	-0.21	-0.45	8.22	0.02
3.63	-0.69	-1.01	10.03	-0.02
3.70	-0.14	-0.68	9.26	-0.03
3.77	0.25	-1.05	9.96	-0.01
3.84	-0.34	-0.95	10.47	-0.04
3.91	0.04	-0.81	9.80	-0.03
3.98	0.40	-0.60	8.63	-0.00
4.04	-0.28	-0.47	8.16	-0.02
4.11	0.01	-1.08	10.14	-0.02
4.18	0.38	-0.62	8.97	0.01
4.25	-0.17	-0.94	10.17	-0.00
4.31	0.39	-0.45	7.54	0.02
4.38	-0.11	-0.51	8.56	0.02
4.45	-0.58	-0.82	9.55	-0.02
4.52	-0.17	-1.22	10.61	-0.03
4.59	0.28	-0.45	7.96	-0.01
4.66	-0.29	-0.82	9.57	-0.03
4.73	0.16	-0.65	8.31	-0.02
4.79	0.64	-0.99	10.40	0.02
4.86	0.27	-0.40	8.49	0.04
4.93	0.06	-0.80	9.02	0.04
5.00	-0.24	-0.84	10.36	0.03
5.07	-0.48	-0.52	8.17	-0.00
5.13	0.11	-0.52	8.85	0.00
5.20	-0.26	-0.58	9.59	-0.01
5.27	0.28	-0.53	7.94	0.01
5.34	-0.15	-0.44	8.71	-0.00
5.40	0.59	-0.78	8.64	0.04
5.47	0.37	-0.79	8.52	0.06
5.55	-0.01	-0.25	8.47	0.06
5.63	0.11	-0.69	9.17	0.07
5.69	0.01	-1.23	9.64	0.07
5.76	-0.05	-0.28	8.30	0.07
5.83	0.10	-0.72	8.92	0.08
5.90	0.21	-0.91	9.06	0.09
5.97	0.05	-1.48	9.66	0.10
6.04	0.01	-0.79	8.46	0.10
6.10	0.02	-0.49	9.70	0.10
6.17	0.01	0.03	7.95	0.10
6.24	-0.51	-1.40	9.96	0.07
6.31	-1.16	-0.29	9.54	-0.02
6.38	-0.54	-0.85	10.42	-0.05
6.45	-0.16	-0.92	8.93	-0.06
6.52	0.43	-0.77	8.76	-0.03
6.58	0.85	-0.82	7.58	0.03
6.65	0.16	-0.38	8.52	0.04
6.73	-0.36	-0.59	9.57	0.01
6.79	-0.32	-0.79	7.98	-0.01
6.86	-0.73	-1.28	9.66	-0.06
6.93	-0.49	-0.50	9.61	-0.09
7.00	0.21	-0.97	9.10	-0.08
7.07	0.33	-0.76	8.08	-0.05
7.14	0.47	-0.77	9.12	-0.02
7.21	-0.41	-0.16	10.18	-0.05
7.27	-0.15	-0.93	10.32	-0.06
7.34	0.02	-0.46	8.67	-0.05
7.41	0.11	-0.56	8.84	-0.05
7.48	0.13	-1.17	11.05	-0.03
7.55	0.25	-1.04	7.89	-0.02
7.62	0.52	-0.79	8.79	0.02
7.69	-0.12	-0.34	10.10	0.01
7.76	-0.87	-0.61	8.09	-0.05
7.83	-0.44	-0.47	8.43	-0.08
7.89	-0.19	-0.47	8.88	-0.09
7.96	-0.05	-2.00	9.77	-0.09
8.03	-0.18	-0.66	9.74	-0.10
8.10	-0.04	-1.43	9.15	-0.11
8.16	0.37	-1.43	8.32	-0.08
8.23	0.49	-2.23	11.72	-0.05
8.30	0.78	-1.36	9.33	0.01
8.37	0.49	-0.07	8.92	0.04
8.44	0.12	-1.25	10.98	0.05
8.50	-0.37	-0.02	7.57	0.03
