0.00	0.01	-0.79	9.21	0.00
0.10	0.30	-0.57	7.92	0.03
0.16	-0.36	-0.26	7.13	0.01
0.23	0.20	-0.63	8.20	0.02
0.30	-0.36	-0.79	9.76	-0.00
0.37	0.37	-0.41	7.51	0.02
0.44	-0.29	-0.41	7.68	0.00
0.50	0.29	-0.57	8.90	0.02
0.57	-0.26	-0.94	10.35	0.01
0.64	0.30	-0.38	7.29	0.03
0.71	-0.35	-0.59	8.32	0.00
0.77	-0.05	-0.82	9.20	0.00
0.84	0.24	-0.49	7.56	0.02
0.91	-0.50	-0.92	10.49	-0.02
0.98	-0.21	-0.92	9.53	-0.03
1.05	-0.17	-0.83	9.95	-0.04
1.11	-0.07	-0.46	7.57	-0.04
1.18	-0.11	-0.68	8.67	-0.05
1.25	-0.07	-0.70	9.77	-0.05
1.32	-0.06	-0.94	10.67	-0.06
1.39	-0.20	-1.04	8.21	-0.07
1.46	-0.09	-0.59	9.15	-0.08
1.53	-0.04	-0.67	7.77	-0.08
1.59	-0.16	-1.72	10.66	-0.09
1.66	0.56	-0.52	8.11	-0.05
1.73	0.70	-0.58	9.48	-0.00
1.80	0.80	-1.10	10.33	0.05
1.86	0.37	-0.13	8.04	0.08
1.93	0.18	-0.82	8.70	0.09
2.00	-0.12	-0.93	8.73	0.08
2.07	-0.34	-1.05	10.47	0.06
2.14	-0.34	-0.54	7.96	0.04
2.20	-0.42	-0.59	9.06	0.01
2.27	0.28	-0.59	7.64	0.03
2.34	-0.13	-0.86	10.53	0.02
2.41	-0.54	-0.44	8.83	-0.01
2.48	-0.05	-0.89	10.07	-0.02
2.55	0.58	-0.45	7.40	0.03
2.62	0.08	-0.59	8.61	0.03
2.68	-0.24	-0.70	8.50	0.02
2.75	-0.67	-0.50	7.93	-0.03
2.82	-0.27	-0.61	7.81	-0.05
2.89	0.10	-0.99	9.34	-0.04
2.95	0.46	-0.59	7.95	-0.01
3.02	-0.24	-0.36	7.64	-0.02
3.09	0.16	-0.53	8.26	-0.01
3.16	0.68	-0.76	9.34	0.04
3.22	0.27	-0.97	10.62	0.05
3.29	-0.05	-0.49	7.81	0.05
3.36	-0.12	-0.89	9.31	0.04
3.43	-0.40	-0.67	10.61	0.02
3.50	0.46	-1.17	10.32	0.05
3.57	0.11	-0.71	8.75	0.06
3.63	0.01	-0.66	8.36	0.06
3.70	-0.10	-1.44	10.88	0.05
3.77	-0.28	-0.47	7.77	0.03
3.84	-0.52	-1.21	8.88	-0.00
3.91	0.05	-0.13	7.80	0.00
3.98	-0.47	-1.28	11.17	-0.03
4.04	-0.02	-1.28	9.69	-0.03
4.11	0.26	-1.29	10.20	-0.01
4.18	-0.30	-0.72	7.64	-0.03
4.25	0.00	-0.55	7.87	-0.03
4.31	0.36	-0.72	8.77	-0.01
4.38	-0.34	-0.74	10.55	-0.03
4.45	0.07	-0.34	7.59	-0.02
4.52	0.53	-0.61	8.61	0.01
4.59	0.13	-0.42	7.72	0.02
4.66	-0.30	-0.98	10.73	0.00
4.72	0.27	-0.82	8.12	0.02
4.79	-0.25	-0.83	9.75	0.01
4.86	0.39	-0.52	7.48	0.03
4.93	0.06	-0.51	7.75	0.04
5.00	-0.22	-0.95	9.25	0.02
5.06	-0.67	-0.78	10.30	-0.02
5.13	-0.10	-1.42	10.62	-0.03
5.20	0.27	-1.01	10.00	-0.01
5.27	-0.22	-0.82	8.83	-0.02
5.33	0.17	-0.54	7.67	-0.01
5.40	0.82	-0.51	7.38	0.05
5.47	0.20	-0.41	8.96	0.06
5.54	0.03	-0.74	7.69	0.06
5.61	-0.11	-0.99	10.82	0.06
5.67	-0.31	-0.27	7.72	0.04
5.74	-0.53	-0.66	9.68	0.00
5.81	0.19	-1.12	10.52	0.01
5.88	-0.16	-1.07	10.92	0.00
5.94	0.48	-0.40	8.65	0.04
6.01	0.19	-0.60	10.11	0.05
6.08	0.09	-0.28	7.29	0.06
6.15	0.15	-0.51	7.95	0.07
6.22	0.05	-0.69	9.89	0.07
6.29	0.00	-0.69	10.76	0.07
6.35	0.12	-0.43	7.07	0.08
6.42	0.14	-0.73	9.67	0.09
6.49	0.04	-1.32	10.91	0.10
6.57	-0.06	-0.16	8.77	0.09
6.64	0.02	-0.68	10.48	0.09
6.71	0.04	-0.47	7.80	0.10
6.78	0.09	-0.34	8.31	0.11
6.84	0.01	-0.68	8.00	0.11
6.92	-0.01	-0.56	10.77	0.11
6.98	0.01	-0.12	8.53	0.11
7.05	0.12	-0.90	10.27	0.12
7.12	-0.74	-0.40	9.02	0.07
7.19	-1.96	-1.55	11.20	-0.07
7.25	-2.15	-0.86	9.16	-0.21
7.33	-3.11	-0.18	6.79	-0.43
7.39	-3.98	2.28	6.79	-0.70
7.46	-1.87	-6.14	9.22	-0.83
7.53	0.16	-0.09	10.90	-0.82
7.60	0.52	-0.54	8.68	-0.78
7.67	1.00	-1.62	8.20	-0.71
7.74	1.14	-0.86	8.56	-0.63
7.81	1.71	-1.11	8.02	-0.51
7.88	1.20	-1.04	8.72	-0.43
7.95	0.41	-0.06	9.25	-0.40
8.01	0.37	-1.28	8.00	-0.37
8.09	1.13	-0.62	8.11	-0.29
8.15	1.86	-0.57	9.27	-0.16
8.22	1.70	-1.46	10.06	-0.05
8.29	0.07	-0.89	10.00	-0.04
8.36	-0.04	-0.98	11.22	-0.05
8.42	-0.16	-1.65	6.75	-0.06
8.49	-0.13	-1.31	10.66	-0.06
8.56	-0.17	-0.84	10.53	-0.07
8.63	-0.17	-0.88	11.94	-0.09
8.70	0.95	-0.68	8.45	-0.02
8.77	0.60	-0.72	7.56	0.02
8.84	-0.09	-0.15	7.66	0.02
8.91	-0.30	1.19	7.42	-0.00
8.97	0.17	-0.05	8.77	0.01
